职位名称,薪酬,城市地区,工作经验要求,学历要求,关键词,公司名称,规模类型,公司标签,地区,薪酬_n,月薪最小值,月薪最大值
总部经济招商经理(J11857),1-1.5万·13薪,北京·丰台区,1年,本科,"五险一金
年终奖金
专业培训
周末双休
通讯补贴
定期体检
绩效奖金
互联网
计算机
房地产",谷川联行有限公司,民营  |  500-1000人,多元化业务集团公司,北京,10000-15000,10000,15000
国际课程经济学研发,400元/天,上海·静安区,1年,硕士,"国际课程
研发
扁平管理
弹性工作",上海无远教育科技有限公司,民营  |  少于50人,教育/培训/院校,上海,nan,,
数字经济研究员（可给高校编制）,8千-1.2万,成都·温江区,1年,本科,"绩效酬金
弹性工作
五险一金
单间公寓
出国机会
院校编制",南昌顶点创见数字科技有限公司,民营  |  50-150人,学术/科研,成都,8000-12000,8000,12000
成果转移转化经济经纪人,4-7千,河源,无需经验,本科,"商务专员
成果转移转化
经济经纪人
五险一金
周末双休
餐饮补贴
专业培训
带薪年假
年终奖金",河源广工大协同创新研究院,事业单位  |  少于50人,学术/科研,河源,4000-7000,4000,7000
总部经济招商经理(J11857),1-1.5万,杭州·拱墅区,2年,本科,"五险一金
年终奖金
专业培训
周末双休
员工旅游
通讯补贴
定期体检
绩效奖金",谷川联行有限公司,民营  |  500-1000人,多元化业务集团公司,杭州,10000-15000,10000,15000
项目经济主管,6.5-8千,广州,3-4年,本科,"五险一金
带薪年假
绩效奖金
节日福利
定期体检
企业年金",粤水电轨道交通建设有限公司,国企  |  1000-5000人,建筑/建材/工程,广州,6500-8000,6500,8000
数字经济研究员（可给高校编制）,8千-1.2万,成都·温江区,1年,本科,"绩效酬金
弹性工作
五险一金
单间公寓
出国机会
院校编制",南昌顶点创见数字科技有限公司,民营  |  50-150人,学术/科研,成都,8000-12000,8000,12000
成果转移转化经济经纪人,4-7千,河源,无需经验,本科,"商务专员
销售代表
产学研
技术需求
成果转移转化
五险一金
周末双休
餐饮补贴
专业培训
带薪年假
年终奖金",河源广工大协同创新研究院,事业单位  |  少于50人,学术/科研,河源,4000-7000,4000,7000
项目总经济师,1.1-1.8万,广州·白云区,5-7年,本科,"造价
预算
经济师
工程造价
包住宿
项目食堂
五险一金
补充医疗保险
专业培训
绩效奖金
定期体检",粤水电轨道交通建设有限公司,国企  |  1000-5000人,建筑/建材/工程,广州,11000-18000,11000,18000
数字经济研究员（可给高校编制）,8千-1.2万,成都·温江区,1年,本科,"绩效酬金
弹性工作
五险一金
单间公寓
出国机会
院校编制",南昌顶点创见数字科技有限公司,民营  |  50-150人,学术/科研,成都,8000-12000,8000,12000
高薪房产经济销售/免费带教,7千-1.3万,深圳·罗湖区,无需经验,大专,"房地产
储备干部
实习生
应届生
营销储干
管培生
销售顾问
带薪年假
五险一金
专业培训
节日福利
绩效奖金
提供住宿
大学生团队
一对一带教
不需喝酒应酬
不出差",深圳市乐有家控股集团有限公司,民营  |  10000人以上,房地产,深圳,7000-13000,7000,13000
技术经济工程师,1.3-2.5万,杭州·西湖区,3-4年,本科,"工程造价
广联达
技术经济
五险一金
交通补贴
餐饮补贴
通讯补贴
专业培训
绩效奖金
年终奖金
定期体检
补充医疗保险
员工旅游",浙江省天正设计工程有限公司,国企  |  500-1000人,石油/化工/矿产/地质,杭州,13000-25000,13000,25000
项目总经济师,7千-1.2万,昆明·官渡区,5-7年,大专,"成本控制
工程结算
成本核算
成本管理
项目经济师
专业培训
定期体检
五险
包吃包住",云南建投第二水利水电建设有限公司,国企  |  150-500人,建筑/建材/工程,昆明,7000-12000,7000,12000
数字经济研究员（可给高校编制）,8千-1.2万,南昌·青山湖区,1年,本科,"绩效酬金
弹性工作
五险一金
单间公寓
出国机会
院校编制",南昌顶点创见数字科技有限公司,民营  |  50-150人,学术/科研,南昌,8000-12000,8000,12000
HKDSE经济老师,6千-1万,广州·番禺区,1年,本科,"高中
香港DSE
HKDSE经济
五险一金
专业培训
出国机会
定期体检
生日福利
节假日福利",广州贝拉教育科技有限公司,民营  |  少于50人,教育/培训/院校,广州,6000-10000,6000,10000
ALEVEL/AP经济学教师,1-1.4万,南昌·红谷滩新区,3-4年,硕士,"AP
国际部
国际高中
国际课程
留学
经济学
双语教师
中学教师
ALEVEL
私立学校
餐饮补贴
专业培训
出国机会
绩效奖金
员工旅游
晋升空间大
子女就读福利
五险二金",南昌市第五中学,民营  |  150-500人,教育/培训/院校,南昌,10000-14000,10000,14000
数字经济研究员（可给高校编制）,8千-1.2万,成都·温江区,1年,本科,"绩效酬金
弹性工作
五险一金
单间公寓
出国机会
院校编制",南昌顶点创见数字科技有限公司,民营  |  50-150人,学术/科研,成都,8000-12000,8000,12000
数字经济研究员（可给高校编制）,8千-1.2万,成都·温江区,1年,本科,"绩效酬金
弹性工作
五险一金
单间公寓
出国机会
院校编制",南昌顶点创见数字科技有限公司,民营  |  50-150人,学术/科研,成都,8000-12000,8000,12000
智库研究人员（擅长文字工作）,1.2-2.4万,长沙,2年,本科,"新闻稿
媒体资源
研究报告
数字经济
人才政策
发言稿
经济学
研究分析
科技创新
ppt
双休
五险一金
交通补贴
餐饮补贴
通讯补贴
年终奖金
定期体检
专业培训
生育补贴
舒适办公环境",北大计算与数字经济研究院,事业单位  |  150-500人,计算机软件,长沙,12000-24000,12000,24000
高级咨询总监,4-6万,上海·浦东新区,8-9年,硕士,"咨询总监
咨询经理
咨询
五险一金
交通补贴
餐饮补贴
专业培训
绩效奖金
员工旅游
弹性工作
通讯补贴",上海麦哲经济发展有限公司,民营  |  50-150人,专业服务(咨询、人力资源、财会),上海,40000-60000,40000,60000
经济类 英文学术期刊助理编辑,1-1.3万,大连·甘井子区,无需经验,硕士,"五险一金
交通补贴
定期体检
绩效奖金
年终奖金",曼迪匹艾（大连）科技服务有限公司,民营  |  1000-5000人,学术/科研,大连,10000-13000,10000,13000
省实高中A-level经济商科老师,1-2万,广州·荔湾区,3-4年,本科,"教学
a_level
五险一金
餐饮补贴
专业培训
年终奖金
员工旅游
绩效奖金
带薪年假",广州华起教育科技有限公司,外企代表处  |  50-150人,教育/培训/院校,广州,10000-20000,10000,20000
高中资深双语经济老师,2-3万,武汉·硚口区,5-7年,本科,"双语
经济
alevel
IB
AP
五险一金
专业培训
补充医疗保险
员工旅游
通讯补贴
出国机会
年终奖金
寒暑假",武汉英中高级中学,非营利组织  |  150-500人,教育/培训/院校,武汉,20000-30000,20000,30000
经济类 英文学术期刊助理编辑,1.2-1.7万,南京·江宁区,无需经验,硕士,"经济学
英语六级
处理稿件
同行评审
期刊发展
经济统计学
职业培训
交通补贴
绩效奖金
年终奖金
六险一金",曼迪匹艾（南京）科技服务有限公司,民营  |  50-150人,文字媒体/出版,南京,12000-17000,12000,17000
A-level /IGCSE经济老师,1-1.5万,青岛,1年,硕士,"五险一金
免费班车
寒暑假
包吃住
专业培训
节日福利
健身俱乐部
圣诞节假期",青岛墨尔文中学,民营  |  150-500人,教育/培训/院校,青岛,10000-15000,10000,15000
A-Level教师（数学/物理/化学/心理学/经济）,8千-1.5万,重庆·渝中区,无需经验,本科,"教师
出国留学
A-level
数学教师
物理老师
高中",新航道国际教育集团,外资（欧美）  |  5000-10000人,教育/培训/院校,重庆,8000-15000,8000,15000
国际课程 经济学老师,1.8-3.5万,上海·浦东新区,2年,本科,"经济学
教师
国际课程
五险一金
绩效奖金
员工旅游
年终奖金
通讯补贴
交通补贴
出国机会
专业培训
定期体检
圣诞假寒暑假",上海稷熙教育科技有限公司,民营  |  50-150人,教育/培训/院校,上海,18000-35000,18000,35000
高中DSE教师（中文/数学/英语/公社/经济/化学/地理）,1-2万,广州·天河区,3-4年,本科,"国际学校
双语老师
高中教师
DSE香港体系
五险一金
免费班车
交通补贴
餐饮补贴
包住",广州暨大港澳子弟学校,民营  |  150-500人,教育/培训/院校,广州,10000-20000,10000,20000
经济老师,1.5-2万,上海·浦东新区,3-4年,本科,"授课
经济
英国留学
国际课程体系
五险一金
弹性工作
专业培训
员工旅游
绩效奖金
节日福利",上海韬伦教育科技有限公司,民营  |  少于50人,教育/培训/院校,上海,15000-20000,15000,20000
经济学助教,6-8千,广州,1年,本科,"助教
商科
经济学
经济学助教",新哲教育发展（深圳）有限公司,民营  |  150-500人,教育/培训/院校,广州,6000-8000,6000,8000
健身房服务员,5-6.5千,珠海,无需经验,高中,"绩效奖金
节日福利
健身房服务员",珠海经济特区恒盛房产开发有限公司,民营  |  150-500人,房地产,珠海,5000-6500,5000,6500
双语经济导师（杨浦校区）,1.5-2万,上海·杨浦区,无需经验,本科,"经济
经济教师
做五休二
带薪年假
五险一金
绩效奖金
节日福利
餐饮补贴
高温补贴
定期体检",上海光华启迪教育培训有限公司,民营  |  50-150人,教育/培训/院校,上海,15000-20000,15000,20000
规划设计师（区域经济方向）,4-8千,重庆·北碚区,无需经验,本科,"设计助理
方案策划
项目执行
五险一金
餐饮补贴
员工旅游
年终奖金
绩效奖金
专业培训",重庆骅塬工程管理咨询有限公司,民营  |  少于50人,专业服务(咨询、人力资源、财会),重庆,4000-8000,4000,8000
新经济房产置业顾问/五险一金,7千-1.3万,深圳·宝安区,无需经验,大专,"带薪年假
五险一金
专业培训
节日福利
绩效奖金
提供住宿
大学生团队
一对一带教
不需喝酒应酬
不出差
房地产
储备干部
实习生
应届生
营销储干
管培生
销售顾问",深圳市乐有家控股集团有限公司,民营  |  10000人以上,房地产,深圳,7000-13000,7000,13000
工程经济师,6-8千,合肥·经开区,3-4年,本科,"五险一金
年终奖金
补充医疗保险
高温补贴
采暖补贴
午餐
通讯补贴
专业培训
定期体检",信息产业电子第十一设计研究院科技工程股份有限公司合肥分公司,已上市  |  50-150人,电子技术/半导体/集成电路,合肥,6000-8000,6000,8000
招商部高级经理,8.4千-1.4万,上海·浦东新区,8-9年,本科,"招商引资
服务
企业走访
招商政策
招商
对接政府
五险一金
补充医疗保险
补充公积金
绩效奖金
定期体检
企业年金",上海世博经济发展有限公司,国企  |  少于50人,房地产,上海,8400-14000,8400,14000
Secondary Economics Teacher-中学双语经济老师,2-2.5万,苏州,5-7年,本科,"免费班车
年终奖金",苏州诺德安达学校,外资（欧美）  |  500-1000人,教育/培训/院校,苏州,20000-25000,20000,25000
数字经济研究员,8千-1.2万,苏州·工业园区,1年,硕士,"工业互联网
云计算
区块链
工业软件
产业研究
五险一金
交通补贴
餐饮补贴
通讯补贴
专业培训
年终奖金
定期体检",中国电子技术标准化研究院华东分院,事业单位  |  50-150人,电子技术/半导体/集成电路,苏州,8000-12000,8000,12000
Secondary Economics Teacher 中学经济学老师,1.2-2万,上海·松江区,5-7年,本科,"教师
老师
英语
经济学
国际学校
五险一金
免费班车
员工旅游
交通补贴
餐饮补贴
专业培训
定期体检
绩效奖金",上海阿德科特进修学校有限公司,民营  |  150-500人,学术/科研,上海,12000-20000,12000,20000
国际学科经济教师（双语）,2-2.5万,南京·秦淮区,2年,硕士,"老师
教师
经济
培训
五险一金
补充公积金
员工旅游
出国机会
专业培训
弹性工作
绩效奖金
年终奖金",南京苔米教育科技有限公司,民营  ,教育/培训/院校,南京,20000-25000,20000,25000
23届销售储干线上面试/房产经济,7千-1.3万,深圳·福田区,无需经验,大专,"房地产
储备干部
实习生
应届生
营销储干
管培生
销售顾问
带薪年假
五险一金
专业培训
节日福利
绩效奖金
提供住宿
大学生团队
一对一带教
不需喝酒应酬
不出差",深圳市乐有家控股集团有限公司,民营  |  10000人以上,房地产,深圳,7000-13000,7000,13000
技术经济工程师,1.3-1.6万,北京·朝阳区,5-7年,本科,"工程造价
中级经济师
设计概算
五险一金
补充医疗保险
餐饮补贴
专业培训
年终奖金
弹性工作
定期体检",北京鑫美格工程设计有限公司,民营  |  50-150人,建筑/建材/工程,北京,13000-16000,13000,16000
深圳国际学校双语经济学教师,1.2-1.5万,深圳·盐田区,1年,硕士,"A-level
国际课程
双语教学",深圳市英路教育投资有限公司,民营  |  50-150人,教育/培训/院校,深圳,12000-15000,12000,15000
经济类/信息类专业带头人 高层次教师,5.5-7千,重庆·合川区,8-9年,本科,"五险一金
定期体检
免费班车",重庆应用技术职业学院,民营  |  150-500人,教育/培训/院校,重庆,5500-7000,5500,7000
总部经济招商专员（青岛）(J12329),6-8千·13薪,青岛·市南区,1年,本科,"计算机
人力资源
电商
房地产
经销商
五险一金
年终奖金
专业培训
周末双休
通讯补贴
定期体检
绩效奖金",谷川联行有限公司,民营  |  500-1000人,多元化业务集团公司,青岛,6000-8000,6000,8000
移民销售代表,6千-1万,上海·静安区,2年,大专,"五险一金
专业培训
出国机会
留学
人力资源",仲信智造（上海）经济发展有限公司,民营  |  少于50人,专业服务(咨询、人力资源、财会),上海,6000-10000,6000,10000
